author_name,total_books,total_sales,average_rating
Nhóm tác giả,5,143,1.0
Như Lê,7,1,0.0
Như Quỳnh,1,0,0.0
Nhị Nguyệt Trúc,1,82,4.5
Nick Ackland,1,4,0.0
Nick Arnold,4,740,2.4
Nicolas Clémendot,1,148,5.0
Nishimura Noriyasu,2,64,2.5
Nobufumi Matsunaga,2,176,2.5
Nobuyoshi Hirai,1,14,0.0
Nodoka Shinomaru,3,295,5.0
Noel Janis,1,1,0.0
Noel Janis-Norton,1,2,0.0
Norihiro Yagi,3,789,1.5999999999999999
ONO Eriko,41,8078,4.487804878048781
Ohmae Kenichi,1,10,5.0
Olga Makhovskaya,1,233,5.0
Olivia Meikle,1,2,0.0
Om Books,5,306,3.96
One,6,289,4.166666666666667
Orly Fuchs Shabtai,1,6,0.0
Osamu Nishi,1,186,5.0
Osamu Tezuka,3,8,0.0
Osho,1,0,0.0
P.D. Eastman,2,10,0.0
PGS.TS. Huỳnh Văn Sơn,1,16,5.0
Pamela Paul,1,182,5.0
Park In-seo,1,88,5.0
Park Jae Yeun,1,3,0.0
Park Kyung-eun,1,3,5.0
Park Young Hoon,1,1,0.0
Park Young Ok,1,0,0.0
Paru Itagaki,2,128,2.5
Pat-a-Cake,1,6,0.0
Patra Patphureerat,1,89,4.8
Patricia Campbell,1,0,0.0
Patricia Hegarty,1,24,5.0
Paul Nurse,1,60,5.0
Pavla Hanackova,1,0,0.0
Pegasus,2,5,2.5
Peng Fan,2,2,0.0
Penny Soo,2,16,0.0
Peter Carnavas,1,20,0.0
Peter Frankopan,1,0,0.0
Phan,2,60,2.5
Phan Linh,4,2,0.0
Phan Minh Đạo,13,9,0.0
Phan Thương,1,18,5.0
Phan Thị,8,2022,4.875
Phi Tân,1,36,5.0
Phil Gates,1,26,5.0
Philip Osbourne,5,64,4.96
Philip Steele,2,83,5.0
Philippa Perry,3,24,1.6666666666666667
Phong Điệp,1,0,0.0
Phàn Tổ An,1,7,0.0
Phái Đường,1,7,5.0
Phát Dương,1,0,0.0
Phòng biên tập Tân Nhã,8,8,0.0
Phòng chế tác Ấu Phúc,3,375,3.3333333333333335
Phó Trại Nam,10,833,4.9799999999999995
Phù Sinh,1,0,0.0
Phú Gia Ích,4,0,0.0
Phúc Lai,3,65,1.6666666666666667
Phương Bùi,2,5,0.0
Phương Hoài Nga,1,0,0.0
Phương Nguyễn,2,0,0.0
Phương Thúy,1,327,3.2
Phước Long,1,121,0.0
Phạm Hải,1,0,0.0
Phạm Hồng,1,4,0.0
Phạm Hồng Yến,1,0,0.0
Phạm Ngọc Tuấn,2,2,2.5
Phạm Ngọc Tân,1,129,0.0
Phạm Ngọc Điệp,4,8,0.0
Phạm Ngọc Điệp và cộng sự,3,57,1.6666666666666667
Phạm Thu Hà,1,0,0.0
Phạm Thị Thúy,1,40,5.0
Phạm Văn Hưng,1,6,0.0
Phạm Đình Ân,1,35,5.0
Phỏng theo tác phẩm gốc của Antoine de Saint-Exupéry,1,3,0.0
Piccole Grandi,2,59,4.85
Poppy O Neill,2,27,2.5
Poppy O’Neill,3,4,0.0
Quang Lân,2,178,4.75
Quang Nino,1,11,5.0
Quyên Gavoye,1,0,0.0
Quách Thu Quế,3,10,0.0
Quốc Tú Hoa,2,1,0.0
Quỳnh Anh,2,2,0.0
RIO BOOK,1,1,0.0
Rachel Bertsche,1,133,5.0
Radka Píro,1,2,0.0
Rahul Singhal - XACT Team,2,2,2.5
Rahul Singhal - Xact Team,5,9,4.0
Rani Puranik,1,4,0.0
Rashmi Sirdeshpande,4,75,1.25
Rasmus Hoài Nam,2,779,4.8
Rebecca Lim,1,0,0.0
Reiko Shimizu,3,389,3.3333333333333335
Reiko Uchida,2,18,0.0
Ren Eguchi,1,128,5.0
Rena,2,1612,5.0
Richard David Prencht,1,501,4.7
Riichiro Inagaki,2,6,0.0
Ritsuhiro Mikami,1,1,0.0
Robert Louis Stevenson,1,2,0.0
Robert T Kiyosaki,1,0,0.0
Robert T. Kiyosaki,2,2,0.0
Robert T. Kiyosaki – Sharon L. Lechter,1,0,0.0
Robert T.Kiyosaki,2,3,0.0
Robert Winston,2,551,2.4
Robin Berman MD,1,30,0.0
Ron van der Vlugt,1,20,5.0
Ronald F.Ferguson,2,3,2.5
Rose Stewart,1,0,0.0
Rosie Neave,2,0,0.0
Ross W.Greene,3,5,0.0
Ruby Lê,1,0,0.0
Rudyard Kipling,2,143,2.5
Rumiko Takahashi,3,312,1.6666666666666667
Runkids,7,132,4.285714285714286
Russell A. Barkley,5,195,2.0
Ruth Owen,1,167,4.7
Ruth Spiro,4,30,0.0
Ryo Ishiyama,3,62,0.0
Ryosuke Fuji,1,14,0.0
Ryosuke Takeuchi,3,800,5.0
Ryousuke Nanasaki,1,17,5.0
Ryu Fujisaki,1,2,0.0
SEO Bo- Hyun,1,27,0.0
Sadoru Chiba,2,664,4.1
Saka Mikami,8,617,0.625
Sakurai Gamon,1,3,5.0
Sakurakawa Ayumi,1,4,0.0
Sally J.Rogers,1,324,5.0
Sally Symes,2,0,0.0
Sam Hutchinson,1,47,4.7
Sam Taplin - Francesca Di Chiara,1,1,0.0
Sama El Batrawy,2,0,0.0
Sanja Matijasevi,1,0,0.0
Sara Imas,4,2,0.0
Sarah Mackenzie,1,11,0.0
Sarah Napthali,2,5,0.0
Sarah Ockwell - Smith,1,67,5.0
Sarah Rebar,2,53,2.5
Sasbadi,5,382,2.7
Sasbadi Group,1,80,5.0
Satoru Onishi,1,0,5.0
Scarlet Beriko,1,161,5.0
Scott Todnem,1,18,0.0
Sean Clemens,1,0,0.0
Selma Lagerlof,1,83,5.0
Seth Godin,1,4,5.0
Sewn paperback,1,25,5.0
Shefali Tsabary,1,1,0.0
Shichida,2,359,4.65
"Shigeru Sagazaki, Tetsuhiro Nabeshima, Kazuki Sato",1,0,0.0
Shigeta Saito,1,9,0.0
Shimamura Hanako,5,18,0.0
Shimizu Yu,4,864,3.75
Shin Hye-young,1,2,0.0
Shintaro Mugiwara,1,790,4.6
Shiomi Toshiyuki,4,16,0.0
Sho Aimoto,7,1583,4.285714285714286
Shogakukan,1,263,4.8
Shoko Kanno,1,44,4.8
Shouko Yoshimoto,1,16,5.0
Shu-Hua Huang,1,2,0.0
Shulamit Blank,1,0,0.0
"Shulamit Blank, Orly Fuchs Shabtai",2,0,0.0
Simone Davies,1,488,5.0
Simone Griffin,1,10,5.0
Sir Ken Robinson,1,11,5.0
Sirilak Rattanasuwaj,13,2,0.0
Soichiro YAMAMOTO,4,41,2.5
Song Nghi,7,76,2.142857142857143
Sonya Newland,1,3,0.0
Sophie Crépon,1,0,0.0
Sophie De Mullenheim,3,269,4.766666666666667
Sophie Furlaud Dorothée de Monfreid,1,4,0.0
Soubee Amako,5,112,1.0
Sousuke Toka,3,50,1.6666666666666667
Stacy Spensley,1,3,0.0
Starkids,1,0,0.0
Stefania Leonardi Harley,2,62,4.65
Stefania Leonardi Hartley,3,72,4.7
Stephanie Clarkson,1,29,5.0
Stephanie Moss,1,29,5.0
Stephen King,1,0,0.0
Stephen Rabley,1,6,0.0
Steve Antony,1,2,0.0
Steve Jones,1,363,4.7
Steve Martin,1,0,0.0
Steve Parker,1,11,4.0
Stuart J. Murphy,1,0,0.0
Stuart J.Murphy,2,58,2.5
"Studio Ko, Koji Nakata, Viện Giáo dục Shichida Việt Nam",1,0,0.0
Stéphanie Duval,1,8,0.0
Sue Graves,7,727,1.7714285714285711
Sugahara Yuko,4,6034,1.625
Sun Li,5,1094,2.94
Sun Yu Mei,8,125,1.25
Sunsunsun,2,61,5.0
"Susan David, PhD",1,0,0.0
Susan Mayclin Stephenson,3,1002,1.6666666666666667
Susan Meredith - Carol Hicks - Jackie Stephens,1,5,0.0
Suzannel I Barchers,1,4,0.0
"Suzuka, Miya Kazuki, You Shiina",1,0,0.0
Sylvie Baussier,3,17,1.6666666666666667
T.S Thanh Huệ (Biên soạn),1,3,0.0
TIỂU TRANH,1,0,0.0
TS Lê Nguyên Phương,1,203,5.0
TS Đào Xuân Khương,1,72,5.0
TS. BS. Phạm Diệp Thùy Dương,2,17,0.0
TS. Bùi Thị Thanh Nga,1,2,0.0
TS. Cherry Vũ,1,24,0.0
TS. Lê Nguyên Phương,4,73,0.0
TS. Sally Ward,2,306,2.4
Takano Ichigo,3,19,1.4333333333333333
Takashi Maeno,2,186,2.4
Takata,1,8,5.0
Takaya Kagami,1,0,0.0
Takehiko Inoue,4,668,3.425
Takeshi Obata,1,89,5.0
Tam Tam,2,46,4.5
Tanaka Michiaki,4,1006,3.7
TanakaStrike,1,5,5.0
Tanith Carey,1,50,5.0
Tanya Kant,2,17,2.5
Tatsuki Fujimoto,6,1391,5.0
Tatsumi Nagisa,2,9,2.5
"Tatsumi Nagisa , Sumimoto Nanami",1,45,4.8
Tatsuya Endo,4,99,3.75
Terue Yamagata,1,0,0.0
Tetsuya Chiba,3,435,5.0
Tezuka Akem,1,3,0.0
Tezuka Osamu,4,240,4.875
ThS Trần Thị Thanh Huyền - Cô giáo Montessori hạnh phúc,1,24,0.0
ThS. Nguyễn Đỗ An Nhiên,1,5,0.0
Thanh Anh,2,2,0.0
Thanh Cherry,1,24,5.0
Thanh Cherry – Jane Hanckel,1,0,0.0
Thanh Cầm,1,0,0.0
Thanh Giang,1,16,3.5
Thanh Hoài,1,0,0.0
Thanh Huệ,1,15,5.0
Thanh Hương,4,13,0.0
Thanh Nhã,1,65,5.0
The School Of Life,1,0,0.0
The Usborne,2,1,0.0
Thi Nại Am,1,2,0.0
Thiên Thai,2,4,2.5
Thomas Hager,1,23,5.0
Ths. Phạm Thị Thúy,2,90,2.5
Thu Giang Nguyễn Duy Cần,1,0,0.0
Thu Hà (Mẹ Xu-Sim),1,0,0.0
Thu Thủy,2,5,0.0
Thuỳ Dương,1,41,4.8
Thái Tịch,1,6,5.0
Thùy Dương,2,35,0.0
Thùy Linh,1,0,0.0
Thượng Lệ Hồng,6,185,3.216666666666667
Thạc sĩ Lê Trần Ngọc Thảo,1,0,0.0
Thạch Lam,1,0,0.0
Thảo Thảo,1,0,0.0
Thầy Thích Khải Thành,1,2,0.0
Thẩm Viên,2,9,2.5
Thụy Anh,1,12,5.0
Thủy Nguyên,1,1,0.0
Tim Marshall,1,2,4.0
Tin Man,1,196,5.0
"Tippi Degré, Sylvie Robert, Alain Degré",1,10,0.0
Tiv,1,93,5.0
Tiên Vũ,1,7,0.0
Tiêu Mậu,1,14,5.0
Tiêu Vệ,1,31,5.0
Tiến Sĩ Richard Gunderman,1,63,4.8
Tiến sĩ Hà Vĩnh Thọ,1,2,0.0
Tiến sĩ Nguyễn Thị Thu,1,96,4.0
Tiến sĩ Shefali Tsabary,2,847,2.5
Tiến sĩ Thomas Gordon,1,354,4.8
Tiếu Giang Nam,1,263,4.7
Tiền Lệ,1,13,4.5
Tiền Thi Kim,3,46,3.0
Tiểu Giang Nam,2,771,5.0
Tiểu Giàu,18,29,0.0
Tiểu Hồng Hoa,1,7,0.0
Tiểu Mạch Đông Thái,1,76,5.0
Tiểu Vi Thanh,9,7276,4.300000000000001
Tom Jackson,1,0,0.0
Tom Robinson,2,62,2.5
Tomo Takeuchi,1,31,5.0
Tomohito Oda,4,122,2.45
Tomoko Yamashita,2,20,0.0
Toshiya Higashimoto,2,23,2.5
Touko Shino,2,95,5.0
Toyama Shigehiko,4,12,0.0
Tracy Hogg,1,629,5.0
Tracy Hogg & Melinda Blau,1,0,0.0
Tracy M. Slepcevic,1,10,0.0
Tree,1,0,0.0
Trevor Romain,1,3,4.7
Triệu Linh Linh,5,28,1.0
Triệu Phương Phương,1,0,0.0
True Fruit,3,171,5.0
Trung Sỹ,2,1,0.0
Trung Trung Đỉnh,1,0,0.0
Trung Võ,2,0,0.0
Trung tâm Nghiên cứu Tâm lí Tiểu Hòa,6,705,4.133333333333334
Trung tâm Sáng tạo Thiếu nhi Mộc Đầu Nhân,3,127,4.666666666666667
Trung tâm xuất bản biên tập 10 vạn câu hỏi vì sao,1,14,0.0
Trình Dục Hoa,1,3,0.0
Trình Tuấn,3,4,0.0
Trương Chấn Bằng,1,1,0.0
Trương Cần,5,135,2.7399999999999998
Trương Hiếu,1,1,0.0
Trương Hưởng,1,10,0.0
Trương Nguyện Thành,2,368,2.5
Trương Ngọc Bích (biên soạn),1,2,0.0
Trường An,1,3,5.0
Trần  Bích Hà,1,0,0.0
Trần Bạch Đằng,20,1741,3.34
Trần Bạch Đằng (chủ biên),9,2227,4.855555555555556
Trần Duy Thành,1,137,4.5
Trần Hân,4,263,2.375
Trần Hải Anh,3,379,4.833333333333333
Trần Lỗi,1,0,0.0
Trần Lỗi & Cộng sự,1,47,5.0
Trần Mỹ Linh,2,17,2.5
Trần Ngọc Bảo Hân,5,62,2.0
Trần Ngọc Minh Khuê,16,351,1.84375
Trần Thị Thanh Huyền - Nguyễn Thị Thanh Thủy,1,2,0.0
Trần Thời,2,16,2.5
Trần Tuấn Hồng,2,16,0.0
Trần Đăng Suyền,1,3,0.0
Trịnh Diên Tuệ,8,167,1.2125
Tsuchika NISHIMURA,1,22,5.0
Tsurutani Kaori,1,4,0.0
Tsutsumi Chiharu,3,65,1.6666666666666667
Tu Ti,1,10,0.0
Tuệ Minh,4,2,0.0
Tuệ Văn,1,206,5.0
Tào Quỳ,1,7,0.0
Tây Mông,1,0,0.0
Tô Hoài,11,1811,3.590909090909091
Tôn Hiểu Linh,2,21,0.0
Tôn Nguyên Vĩ,12,1502,4.5249999999999995
Tú Anh,2,24,0.0
Tú Phạm,1,15,5.0
Tú Quỳnh,3,2376,4.866666666666666
Tú Quỳnh - Nhật Ly,1,602,4.5
Tạ Huy Long,2,0,0.0
Tạ Như,10,9,0.0
Tứ Diệp Thảo,7,6,0.0
Từ Ninh,1,5,0.0
Từ bộ phim của Hayao Miyazaki,3,165,4.766666666666667
Uma Agri,2,23,5.0
Umi Sakurai,1,17,5.0
Una Megurogawa,1,5,0.0
Uoyama,1,3,0.0
Uraroji,1,9,5.0
Usui Shio,1,0,0.0
Uyên Bùi,3,13,1.5
Uyên Bùi - BS. Trí Đoàn,4,173,2.325
Vicki Hoefle,2,8,0.0
Vicki Vrint,2,1,0.0
Vicky Barker,2,639,2.35
Violeta Basic,1,0,0.0
Việt An,7,1025,3.9285714285714284
Việt Hà,1,1,0.0
Việt Thư,1,1,0.0
Việt Văn Book,1,28,5.0
Vân Phàm,1,101,5.0
Võ Thị Minh Huệ,1,478,4.8
Văn Lang,1,4,0.0
Văn Nghĩa,4,3299,4.825
Vũ Công Chiến,1,2,0.0
Vũ Dương Thúy Nga,2,7,0.0
Vũ Trọng Phụng,2,23,2.35
Vương Huệ,1,0,0.0
Vương Lị,1,5,0.0
Vương Nghệ Lâm,1,0,0.0
Vương Ngọc Yến,9,64,1.1111111111111112
Vương Tinh Phàm,1,5,5.0
Vương Đào,1,0,0.0
W. Bruce Cameron,2,20,5.0
Wakamatsu Aki - Sasaki Masami,3,110,3.1999999999999997
Walter Andal,1,0,0.0
Wataru Hinekure,2,681,2.5
Watiek Ideo,9,367,4.966666666666667
Wen Zhou Chuang Cai Ke Ji You Xian Gong Si,1,10,0.0
Will Rainey,1,291,5.0
William Joyce,2,0,0.0
William Stixrud,2,2,0.0
Wonder House,6,0,0.0
Xact Group,16,725,4.6875
Xiao Pin,2,14,0.0
Xie Qi Jun,1,283,4.8
Xuân Mai,1,2,0.0
Yamada,2,693,5.0
Yamaguchi Tsubasa,1,297,5.0
Yamamoto Hideyuki,1,0,0.0
Yang Li Peng,4,45,1.25
Yang Li Rong,1,281,5.0
Yasuhisa Hara,2,471,5.0
YayoiSo,1,91,5.0
Yehudis Smith,1,28,5.0
Yeounhee Lee,1,0,0.0
Yoko Maki,3,49,3.3333333333333335
Yoo Nam Young,1,2,0.0
Yosbook,7,4467,4.871428571428572
Yoshichi Shimada,10,5419,4.88
Yoshihiko Morotomi,2,58,4.85
Yoshihiro Togashi,1,53,5.0
Yoshiki Nakamura,1,48,5.0
Yoshito Usui,16,2440,4.59375
Yoshitoki Oima,6,1467,4.166666666666667
Yousuke Kaneda,1,18,0.0
Yoyo Books,4,0,0.0
Yui Tamura,2,12,2.5
Yuji Horii,4,505,5.0
Yukito Ayatsuji,1,3,5.0
Yun Taecyu,1,3,0.0
Yuriko Akase,1,32,5.0
Yusuke Yonezu,6,528,1.5999999999999999
Yuto Suzuki,3,1009,1.6666666666666667
Yuu Toyota,1,72,5.0
Yuzo Takada,6,104,2.5
Yên Bình,2,318,5.0
Yên Bình - Điển Dũng,1,34,5.0
ZAKK,1,58,5.0
Zhao Li Rong,5,24,2.0
Zhishang Mofang,2,14,5.0
Zoe Spry,1,1,0.0
Zou Jimusho,1,1,5.0
`,7,94,1.4285714285714286
anne Rooney,1,0,0.0
kubota kisou,1,0,0.0
loundraw,1,4,0.0
ma Agri,1,30,5.0
nhieu tac gia,827,2245,0.3610640870616687
so-ma-to,2,1,0.0
suu Morishita,3,7,1.6666666666666667
Á Nam,1,7,0.0
Á Đông,1,0,0.0
Ánh Mai,2,0,0.0
Ève Herrmann,2,118,4.9
Ôn Gia Thắng,1,6,0.0
Ôn Viễn,4,311,3.75
Đinh Phương,1,0,0.0
Đoàn Quách Tùng Hương,1,3,0.0
Đào Hải,1,247,4.7
Đào Hải Ninh,2,24,2.5
Đào Nhiên Nhiên,2,5,0.0
Đào Thiên An,1,156,5.0
Đào Thị Thu Hương,1,24,5.0
Đào Tiểu Ngãi,1,0,0.0
Đào Trung Uyên,2,3,0.0
Đông A,4,30,0.0
Đại Lợi,1,22,5.0
Đại Sư Tinh Vân,1,1,0.0
Đặng Quỳnh Dao,1,1,0.0
Đặng Thúy (Biên soạn),2,36,2.5
Đặng Thị Dung,1,1,0.0
Đồng Tâm,1,0,0.0
Đỗ Hồng Thanh,1,8,0.0
Đỗ Thị Xuyến,1,15,5.0
Đức Anh,3,248,4.8999999999999995
Đức Thành,3,0,0.0
