author_name,total_books,total_sales,average_rating
"Uyên Đào, Chí Lập",1,40,0.0
Audrey Penn,3,39,1.0
BS. Steven P. Shelov - Shelly Vaziri Flais,1,39,5.0
Cecilia Minden,3,39,5.0
Deter Weidhaas,1,39,5.0
Heather Anderson,1,39,5.0
Hầu Bảo Đạt,2,39,2.5
Katie Button,1,39,4.6
Kiyomi Sugishita,1,39,0.0
Kubota Kayoko,4,39,1.25
"Nguyễn Lam Điền, Vũ Hà Tuệ",1,39,5.0
Sandra Lebrun,1,39,0.0
"Thành Đạt, Phạm Phương Anh",1,39,0.0
Adam Kay,1,38,5.0
Bùi Như Quỳnh,12,38,1.6666666666666667
"Matthias von Bornstädt, Vera Schmidt",1,38,0.0
Nguyễn Phương Bảo An,1,38,3.8
Starkids,3,38,1.6666666666666667
Đỗ Xuân Thảo & Phan Thị Hồ Điệp,5,38,1.7399999999999998
Daniel J. Siegel & Tina Payne Bryson,1,37,5.0
"Dương Hương, Lâm Mỹ An",1,37,5.0
Fujiko Fujio A,1,37,5.0
Hương Thảo,1,37,5.0
Lý Quí Trung,6,37,0.8333333333333334
Min Hye Yong,1,37,0.0
Đặng Thúy (Biên soạn),3,37,1.6666666666666667
Allisom Edwarss,1,36,5.0
Christian Jolibois,2,36,4.9
Chu Hồng Vân,1,36,5.0
Dubu (Redice Studio),1,36,5.0
Pat-a-Cake,2,36,2.5
"Phi Tân, Đinh Ngọc Duy",1,36,5.0
Bisco Hatori,1,35,5.0
Christine Stahr,1,35,3.0
Jordan Ellenberg,2,35,2.25
Marissa Garcia Soria,3,35,1.0
Mayumi Muroyama,1,35,0.0
Melanie Swan,1,35,4.8
Nguyễn Minh Châu,4,35,1.25
"Nguyễn Tài Chung, NGƯT ThS Lê Hoành Phò",1,35,5.0
Phạm Đình Ân,1,35,5.0
Thùy Dương,2,35,0.0
Ei Ohitsuji,3,34,3.3333333333333335
Hajime Komoto,3,34,1.6666666666666667
Jean-Henri Fabre,3,34,0.0
"Mari Tamagawa, Ở Đây Zui Nè, Hoàng Hải Nguyễn",1,34,4.8
"Pascal Prévot, Art Grootfontein",1,34,5.0
"Ths Lê Thị Nguyên, Trần Đức Niềm",1,34,4.8
Vũ Bích Ngọc,1,34,4.5
Yên Bình - Điển Dũng,1,34,5.0
Jang Sun Hye,10,33,0.0
Nguyễn Huy Tưởng,4,33,1.25
"Phil Knight, Keith Ferrazzi & Tahl Raz",1,33,5.0
Stewart Blackburn,1,33,0.0
Trần Việt Trung,1,33,5.0
Edward Hemingway,2,32,2.5
Katie Clemons,1,32,5.0
Megan Sussman,1,32,5.0
Mã Hạo Thiên,3,32,1.6666666666666667
Nathalie Choux,3,32,1.6666666666666667
Phan Thị Thanh Nhàn,1,32,5.0
"Tim Clark, Bruce Hazen",3,32,1.5
Tống Mặc,1,32,5.0
Yuriko Akase,1,32,5.0
Huỳnh Chí Viễn,1,31,5.0
Lê Phương Liên,7,31,1.0
"Mari Tamagawa, Seiei Muto",1,31,4.3
Meghan Vestal,1,31,0.0
Michael Hawton,2,31,0.0
Nguyễn Chí Phúc,3,31,1.6666666666666667
Nguyễn Thị Oanh,1,31,5.0
Thành Giáp,2,31,2.4
Tiêu Vệ,1,31,5.0
Tomo Takeuchi,1,31,5.0
Brigitte Labbé,1,30,5.0
Chủ Vườn Bibi,1,30,5.0
Eva Bade,1,30,0.0
Giáo Sư Makoto Shichida,4,30,1.25
Hans Augusto Rey,1,30,0.0
Hải Phạm,8,30,1.85
Jonathan Swift,1,30,5.0
Nguyễn Thị Bích Nga,2,30,2.5
Robin Berman MD,1,30,0.0
Ruth Spiro,4,30,0.0
Thùy Cốm,1,30,4.0
ma Agri,1,30,5.0
Đông A,4,30,0.0
Cindy Wigglesworth,2,29,5.0
Hinoki Kino,1,29,5.0
Kim Jung Jin,10,29,0.5
"Phùng Duy Tùng, Thu Ngân",1,29,5.0
Stephanie Clarkson,1,29,5.0
Stephanie Moss,1,29,5.0
Tiểu Giàu,18,29,0.0
Asanuma Tooru,1,28,0.0
Bác Sĩ Đỗ Hồng Ngọc,1,28,4.6
Estter Wojcicki,1,28,4.3
Jean Henri Fabre,2,28,4.9
Katherine Johnson Martinko,2,28,0.0
Marco Campanella,2,28,2.5
Nhân Văn Group,2,28,5.0
Triệu Linh Linh,5,28,1.0
Việt Văn Book,1,28,5.0
Yehudis Smith,1,28,5.0
Albert Einstein,1,27,4.8
Cát Băng,2,27,5.0
Janet Doman,1,27,5.0
La Fontaine,1,27,3.5
"Miêu Công Tử, Vãn Tình",1,27,0.0
Poppy O Neill,2,27,2.5
SEO Bo- Hyun,1,27,0.0
William J. Bennett,3,27,2.5
Charles Dickens,2,26,2.5
Hương Giang,2,26,2.5
Leonard L. Berry,2,26,2.5
Mark W. Johnson,1,26,4.5
Naokata Mase,2,26,2.5
Ngô Khắc Tài,2,26,2.5
Ngô Kỳ,1,26,0.0
Phil Gates,1,26,5.0
Stacy W.Kish,1,26,0.0
Aka Akasaka,2,25,2.5
Dr. Becky Kennedy,2,25,0.0
Hunter Clarke-Fields,1,25,0.0
Molière,2,25,4.9
Sewn paperback,1,25,5.0
Alex Woolf,5,24,1.0
"Alice Pantermuller, Daniela Kohl",4,24,1.25
Brian Finch,5,24,0.7
David Shanley,1,24,5.0
Hidaka Shoko,1,24,5.0
Kỷ Kinh,1,24,5.0
"Mai Hương , Ngọc Tâm",1,24,5.0
"Minato Kanae, Higashino Keigo",1,24,4.8
Narita Naoko,1,24,5.0
Patricia Hegarty,1,24,5.0
Philippa Perry,3,24,1.6666666666666667
Ross Baird,7,24,0.0
Sơn Khê,1,24,0.0
TS. Cherry Vũ,1,24,0.0
ThS Trần Thị Thanh Huyền - Cô giáo Montessori hạnh phúc,1,24,0.0
Thanh Cherry,1,24,5.0
Tôn Hiểu Linh,2,24,0.0
Zhao Li Rong,5,24,2.0
Đào Hải Ninh,2,24,2.5
Đào Thị Thu Hương,1,24,5.0
Dianne Lowther,1,23,5.0
Felicity Brooks,1,23,4.8
Hạ Yên,1,23,5.0
Hải Yến,1,23,0.0
Ko Nikaido,1,23,5.0
"Mai Hương (Sưu tầm, Biên soạn)",2,23,2.5
Mark van Rijmenam,2,23,2.5
Nguyễn Chí Hiếu,1,23,0.0
Shiga Naoya,1,23,0.0
Thomas Hager,1,23,5.0
Thomas Harris,1,23,4.6
Uma Agri,2,23,5.0
Hoàng Hải Vân,7,22,0.0
Huỳnh Ngọc Trảng Phạm Thiếu Hương biên soạn,2,22,2.4
Kayoko Ito,1,22,5.0
"Ken Watanabe, Lothar J. Seiwert",1,22,5.0
Lưu Hạc,2,22,0.0
"Nguyễn Thị Hoa, Kiều Bắc,  Nguyễn Quốc Khánh",2,22,2.35
Nguyễn Toàn Anh,5,22,2.6
Phòng biên tập Tân Nhã,9,22,0.0
Toshiya Higashimoto,2,22,2.5
Tsuchika NISHIMURA,1,22,5.0
Đại Lợi,1,22,5.0
"Đại Đăng, Hàn Mai Mai",1,22,0.0
Đức Trí,1,22,0.0
CARLA NAUMBURG,1,21,0.0
"Jayneen Sanders, Vivian Mineker",1,21,5.0
Joanna Brundle,3,21,1.6666666666666667
Lee Im-Sook,1,21,5.0
Makoto OJIRO,1,21,5.0
Mark Thornton,1,21,4.5
Mark Twain,7,21,1.4285714285714286
Miew,1,21,0.0
Noboru Koyama,1,21,0.0
"Seth Price Barry Feldman,  Robin Sharma",1,21,1.0
Đoàn Giỏi,1,21,0.0
Bill Schmarzo,1,20,5.0
Bùi Văn Tuyên,1,20,0.0
Glenn Doman,1,20,5.0
Hoàng Văn Tuấn,1,20,4.5
Jae Hoon Choi,3,20,0.0
Lưu Quang Vũ,1,20,5.0
Mẹ Tưởng,1,20,5.0
Peter Carnavas,1,20,0.0
Ron van der Vlugt,1,20,5.0
Thanh Hào,1,20,5.0
Tomoko Yamashita,2,20,0.0
Trần Văn Toàn,3,20,1.6666666666666667
W. Bruce Cameron,2,20,5.0
Đỗ Thị Thu Hà,1,20,5.0
Alix Wood,1,19,5.0
Brian Dumaine,1,19,5.0
Donald Miller,6,19,0.0
"GS TS Lê Phương Nga, Nguyễn Thị Trang",1,19,0.0
Honda Naoyuki,1,19,5.0
Huỳnh Toàn,2,19,0.0
Mandara Publishing Team,1,19,5.0
Matt Robertson,2,19,0.0
Pegasus,3,19,1.6666666666666667
Ryuu Shinohara,2,19,0.0
Sean Pillot de Chenecey,2,19,0.0
Takano Ichigo,3,19,1.4333333333333333
Trương Hưởng,2,19,0.0
Alexander Osterwalder - Yves P,1,18,0.0
Audrey Bouquet,1,18,0.0
Award Publications Ltd,1,18,0.0
BS. Nguyễn Thị Ngọc Hương,1,18,5.0
Chingiz Aitmatov,2,18,0.0
Diệp Lạc Vô Tâm,1,18,4.5
Dương Kiều Oanh,2,18,0.0
Hà Ngọc Nga,1,18,0.0
Ji-yoo Kim,1,18,5.0
"Kiều Bắc, Nguyễn Thị Hoa, Nguyễn Quốc Khánh",1,18,5.0
Liêm Đông Tinh,4,18,0.0
Louise Baty,2,18,0.0
Mai Thị Việt Thắng,8,18,0.0
Mike Goldsmith,1,18,4.2
MiloKids,2,18,2.5
Moohan Education Lab,5,18,0.0
Phan Thương,1,18,5.0
Reiko Uchida,2,18,0.0
Scott Todnem,1,18,0.0
Shimamura Hanako,5,18,0.0
Trương Tiếu Hằng,1,18,4.7
"Wada Hideki, Ryunosuke Koike",1,18,0.0
Yousuke Kaneda,1,18,0.0
Ameko,1,17,5.0
Aurore Meyer,1,17,0.0
Cai Ning,5,17,1.0
FLIPFLOPs,1,17,0.0
Hilary Statum,1,17,5.0
Huy Tiến,1,17,4.0
Jeong Seokchan,1,17,5.0
Kazuhiko Toyota,1,17,5.0
Lama Zopa Rinpoche,2,17,0.0
Laura Linn Knight,3,17,0.0
"Levi Brackman, Sam Jaffe",1,17,5.0
"Richard Nicholls,  Vãn Tình",1,17,0.0
Ryousuke Nanasaki,1,17,5.0
Se-sil Kim,1,17,5.0
Sylvie Baussier,3,17,1.6666666666666667
TS. BS. Phạm Diệp Thùy Dương,2,17,0.0
Tanya Kant,2,17,2.5
Trần Mỹ Linh,2,17,2.5
Trần Thanh Phong,1,17,5.0
Trần Thiên Hương,2,17,2.5
Tú Anh,2,17,0.0
Umi Sakurai,1,17,5.0
Alicia Eaton,1,16,5.0
Chu Tước Vi Hạ,2,16,0.0
Cindy Alvarez,1,16,4.3
Dương Hồng Anh,2,16,0.0
Harold S. Koplewicz,1,16,5.0
"Hâu Nâu, Thanh Thảo",1,16,0.0
Hồ Dzếnh,1,16,5.0
Jo Jin Seok,4,16,1.25
Joline Godfrey,2,16,2.5
"Kiều Bắc,  Nguyễn Quốc Khánh",2,16,2.5
Linh Nhi,1,16,5.0
Lý Huy,1,16,0.0
Mary Nhin,5,16,0.0
PGS.TS. Huỳnh Văn Sơn,1,16,5.0
Penny Soo,2,16,0.0
Richard Wiseman,1,16,4.3
Sanho,2,16,0.0
Shiomi Toshiyuki,4,16,0.0
Shouko Yoshimoto,1,16,5.0
Thanh Giang,1,16,3.5
Thanh Hương,6,16,0.0
Trần Thời,2,16,2.5
Trần Tuấn Hồng,2,16,0.0
Amy Morin,2,15,0.0
Anna Barnes,2,15,0.0
Award,1,15,0.0
Catherine Ard,2,15,2.5
"Dale Carnegie,  Rosie Nguyễn,  Paulo Coelho",2,15,2.5
Fuyumushi Kaiko,2,15,2.5
H. P. Lovecraft,1,15,0.0
"Liêu Trí Phong, Vĩ Nhân",1,15,5.0
Madeline Tyler,1,15,0.0
Marguerite Abouet,1,15,0.0
Ngọc Phương,1,15,5.0
Robert T.Kiyosaki,3,15,1.6666666666666667
"Robin Sharma, Simon Sinek",1,15,5.0
Thanh Huệ,1,15,5.0
Tú Phạm,1,15,5.0
Viết Linh,1,15,0.0
"Đạt lai Lạt Ma, Đức Đạt Lai Lạt Ma Thứ 14",1,15,5.0
Đỗ Thị Xuyến,1,15,5.0
0,1,14,0.0
Adam Khoo & Gary Lee,1,14,5.0
"Anthony Robbins, Trác Nhã, Joseph Murphyc, Carol S. Dweck",1,14,0.0
Cara Florance,1,14,4.7
Gerdt von Bassewitz,1,14,5.0
Hachi Nanase,2,14,2.5
J. Krishnamurti,1,14,5.0
Kaoru Fukaya,2,14,0.0
Matt Turner,2,14,2.5
Minh Anh,1,14,5.0
NGƯT Phạm Đình Thực,5,14,0.0
Nevil Shute,1,14,5.0
Nguyễn Công Hoan,6,14,0.8333333333333334
Nobuyoshi Hirai,1,14,0.0
Ryosuke Fuji,1,14,0.0
Stella Cottrell,2,14,0.0
Tiêu Mậu,1,14,5.0
Tri Thức Việt,1,14,5.0
Trung tâm xuất bản biên tập 10 vạn câu hỏi vì sao,1,14,0.0
Trần Thị Phương Phương,3,14,1.2333333333333334
Tào Bảo Ấn,1,14,0.0
Xiao Pin,2,14,0.0
Zhishang Mofang,2,14,5.0
Ayumi Tami,1,13,5.0
"Catmint Books, Sheth Publishing House",1,13,0.0
Christina Trujillo Sieren,1,13,0.0
Chính Bình,12,13,0.0
"Cloud Pillow Studio, CHUM",1,13,0.0
Hinowa Kouzuki,1,13,5.0
Hạnh Hương,1,13,5.0
Học viện Khoa học và Công nghệ Happy kids,2,13,2.5
Hữu Thỉnh,1,13,3.0
"Jeff Gee, Val Gee",1,13,0.0
Kevin Hogan,4,13,1.25
Khánh Chi,1,13,0.0
LIAT HUGHES JOSHI,2,13,2.5
Makoto Horikawa,1,13,4.0
Masami Sasaki,3,13,1.3333333333333333
Mạc Ngôn,1,13,0.0
Nguyễn Đức Hùng,3,13,0.0
Phạm Thắng,1,13,5.0
Quý Tiểu Binh (Chủ Biên),1,13,5.0
Tiền Lệ,1,13,4.5
"Trang Anh,  Minh Trang",2,13,2.5
Uyên Bùi,3,13,1.5
"Amit Offir,  Eyal Nir",1,12,5.0
Bill Green,2,12,2.0
Bùi Tuấn Linh,2,12,0.0
Catherine Veitch,3,12,1.6666666666666667
Claire Belton,2,12,2.5
"Do, Ki-sung",1,12,0.0
Estelle Meens,2,12,2.0
Go Hey Jin,1,12,5.0
Ian Graham,1,12,0.0
Lê Văn Nam,1,12,0.0
"Miêu Công Tử, Cảnh Thiên",1,12,5.0
Nagisa Tatsumi,1,12,5.0
Nguyễn Mạnh Thái soạn lời và minh hoạ,1,12,0.0
"Stephen J. Dubner, Steven D.Levitt, Eran Katz",1,12,4.8
Thụy Anh,2,12,2.5
Toyama Shigehiko,4,12,0.0
Trần Thanh Địch,1,12,0.0
Trần Trường Minh,1,12,4.0
Văn Thành Lê,1,12,0.0
Yui Tamura,2,12,2.5
Aubrey Hargis,1,11,0.0
Catherine Metzmeyer,1,11,5.0
Ghost Mikawa,1,11,0.0
Hamuo,1,11,5.0
Hasegawa Waka,1,11,5.0
Hayao Miyazaki,1,11,5.0
Hà Văn Chương,1,11,0.0
Hạnh Nguyên,4,11,1.25
Judith Orloff,1,11,0.0
Lê Minh Hải,1,11,5.0
Lương Minh Quang,1,11,0.0
Nguyễn Hữu Long,1,11,5.0
Phan Khắc Nghệ,3,11,1.6666666666666667
Quang Nino,1,11,5.0
Sarah Mackenzie,1,11,0.0
Sir Ken Robinson,1,11,5.0
Steve Parker,1,11,4.0
Thanh Quế,2,11,2.5
Tác giả Văn,2,11,2.5
Võ Thị Xuân,1,11,4.5
Amanda Foody,1,10,5.0
Baek,1,10,5.0
Diane Coyle,1,10,5.0
Ellen Robena Field,1,10,5.0
Fusaichi Yamazaki,3,10,1.5666666666666667
Hoàng Thái Dương,3,10,3.1666666666666665
Itokatsu,1,10,5.0
Jodie Cook,1,10,0.0
Kamui Fujiwara,3,10,1.6666666666666667
Makiko Nakamuro,1,10,0.0
Nguyễn Thị Thủy Anh,1,10,0.0
Nguyễn Văn Minh,1,10,0.0
Nhật Linh,1,10,0.0
Ohmae Kenichi,1,10,5.0
P.D. Eastman,2,10,0.0
Quách Thu Quế,3,10,0.0
Simone Griffin,1,10,5.0
"Tim Clark, Alexander Osterwalder,  Yves Pigneur",1,10,5.0
"Tippi Degré, Sylvie Robert, Alain Degré",1,10,0.0
Tracy M. Slepcevic,1,10,0.0
Tu Ti,1,10,0.0
Đăng Ngọc,2,10,2.5
Akagishi K,1,9,5.0
Akane Tamura,4,9,1.25
Bùi Đức Tịnh,2,9,2.5
Cố Mạn,1,9,5.0
David McKee,3,9,0.0
Gehenna,4,9,1.2
George Lakey,2,9,2.5
"Gill Rapley, Tracey Murkett",1,9,5.0
Hajime KAMOSHIDA,1,9,0.0
"Hội đọc sách Từ Hoài, Mộ Dung Tố Y",1,9,0.0
Jam,1,9,0.0
"Jane Nelsen, Lynn Lott",1,9,5.0
John Duffy,3,9,0.0
"John Rossman, Alex Trần, Tony Trieu",1,9,1.0
Jules Verne,2,9,2.5
"Julia Donaldson, Rebecca Cobb",1,9,0.0
"Kevin Kang, Mr. Iwi",1,9,0.0
"Lothar J. Seiwert, Stephen R. Covey",1,9,4.5
Lưu Dung,3,9,0.0
Madeleine Deny,3,9,0.0
Matthew Rake,1,9,5.0
Minh Trang,4,9,1.25
Myrna B. Shure,1,9,5.0
NXB Class Publishing,1,9,4.8
Nguyễn Tấn Thanh Trúc,1,9,4.5
Nhóm GV ĐH Sư phạm,1,9,5.0
PGS. TS. Cao Cự Giác,1,9,0.0
Phan Minh Đạo,13,9,0.0
Phạm Đức Cường,1,9,4.0
Rahul Singhal - Xact Team,5,9,4.0
Shigeta Saito,1,9,0.0
Tatsumi Nagisa,2,9,2.5
"Thierry Robberecht,  Grégoire Mabire",1,9,5.0
Thẩm Viên,2,9,2.5
Tăng Bình - Ái Phương,2,9,1.5
Tạ Như,10,9,0.0
Uraroji,1,9,5.0
Wen Zhou Chuang Cai Ke Ji You Xian Gong Si,1,9,0.0
1980Edu (Quỳnh Hương),1,8,0.0
Alexandre Dumas,2,8,2.5
André Gide,1,8,0.0
Corneille,1,8,5.0
David Walliams,2,8,0.0
Dook Media,1,8,5.0
Jake Knapp,1,8,0.0
Kanehito Yamada,2,8,5.0
Karen Kwek,4,8,0.0
"Khánh Vân, Phạm Lê Thu Trang",1,8,0.0
"Lâu Vũ Tình, Phỉ Ngã Tư Tồn",1,8,5.0
Lê Minh Khuê,2,8,2.5
Lý Chí Nông,1,8,0.0
MBA. Nguyễn Văn Dung,1,8,0.0
"NGƯT. Châu An, PGS.TS. Vũ Văn Dân",2,8,0.0
Nguyễn Mạnh Thái,4,8,0.0
"Nguyễn Đức Tấn,  Tô Thị Yến",2,8,2.5
Osamu Tezuka,3,8,0.0
Phạm Anh Tuấn,1,8,0.0
Stéphanie Duval,1,8,0.0
Takata,1,8,5.0
Trung Sỹ,5,8,0.0
Trần Vỹ,1,8,0.0
Tôn Thảo Miên,1,8,0.0
Vicki Hoefle,2,8,0.0
Yuichi Kimura,1,8,0.0
Đỗ Hồng Thanh,1,8,0.0
Alice Muir,5,7,0.0
"An Băng, Nonchan",1,7,5.0
Andy Stanton,30,7,0.0
Chica Umino,2,7,0.0
Chân Quả Quả,1,7,0.0
Daniel Cohen,2,7,0.0
Fay Angelo,1,7,0.0
Guy Field,1,7,0.0
"Guy Field, Nia Gould",1,7,0.0
Hoa Mai,1,7,0.0
Huỳnh Ngọc Trảng,2,7,2.5
Hầu Ngọc Trân,1,7,0.0
Ivan Moscovich,1,7,0.0
"John C Maxwell, Carol S. Dweck",1,7,5.0
John Rossman,1,7,5.0
Kwon Gi Gyun,1,7,0.0
Lâm Tú Uyển,2,7,0.0
Natalie Marshall,2,7,0.0
Nguyễn Phúc Ân,1,7,5.0
Nguyễn Thi,1,7,0.0
Nguyễn Thị Việt Hà,2,7,2.5
Nguyễn Văn Nho,2,7,2.25
PGS TS Trần Ngọc Lan,1,7,0.0
Phi Tân,3,7,0.0
Phàn Tổ An,1,7,0.0
Phái Đường,1,7,5.0
Rob Cross,1,7,0.0
"Sỹ Hiếu,  Cloud Pillow",1,7,0.0
Tiên Vũ,1,7,0.0
Tiểu Hồng Hoa,1,7,0.0
Tào Quỳ,1,7,0.0
"Vãn Tình, Richard Nicholls",1,7,5.0
Vũ Dương Thúy Nga,2,7,0.0
"W.Chan Kim, Renee Mauborgne",1,7,5.0
suu Morishita,3,7,1.6666666666666667
Á Nam,1,7,0.0
Đức Đạt Lai Lạt Ma,1,7,5.0
Amanda McLaughlin,2,6,2.5
"Andrea Hirata, Anthony Robbins",1,6,0.0
Anri Sakano,2,6,0.0
Ashley Hall,1,6,0.0
Colleen Stanley,1,6,0.0
Delphine,1,6,5.0
Howard Yu,2,6,0.0
Hoàng Trọng Thủy,1,6,0.0
Hà Phương Kachiusa,1,6,0.0
"Jae Hoon Choi, Zookiz, Myeong Seon Lee",1,6,0.0
Jonathan Litton,1,6,0.0
Kan Takahama,1,6,0.0
Kenvin Kang,1,6,0.0
Khánh Nguyên,1,6,5.0
Khánh Sơn,1,6,5.0
Khâu Luật Thương,1,6,0.0
Lan Bercu,5,6,0.0
Leonardo da Vinci,3,6,0.0
"Marie Tibi, Soufie Regani",1,6,0.0
Minh Khôi - Thanh Hương,2,6,1.0
Mori Kaoru,1,6,5.0
Nguyễn Mạnh Cường,3,6,0.0
Nguyễn Phúc An,2,6,0.0
Nguyễn Xuân Lạc,1,6,5.0
Orly Fuchs Shabtai,1,6,0.0
"Philip G.Zimbardo, Richard J.Gerrig",1,6,4.0
Phạm Văn Hưng,1,6,0.0
Riichiro Inagaki,2,6,0.0
Robin Sharma,1,6,5.0
Stephen Rabley,1,6,0.0
TS. Tôn Sinh Thành,1,6,5.0
Tarun Khanna,1,6,5.0
Thái Tịch,1,6,5.0
Thùy Trang,3,6,1.3333333333333333
"Timothy Ferriss, Thomas C. Corley",1,6,0.0
Tứ Diệp Thảo,7,6,0.0
Ôn Gia Thắng,1,6,0.0
Bill Aulet,1,5,0.0
Bruce Betts,1,5,0.0
Carl - Johan Forssén Ehrlin,1,5,0.0
Carol Cooper,1,5,5.0
Don H. Fontenelle,1,5,0.0
Hitsuji Gondaira,1,5,0.0
Huyền Linh,25,5,0.16
"Huỳnh Văn Mỹ, Thanh Thảo",1,5,0.0
Hà Giang,1,5,5.0
Hồ Nguyệt,1,5,0.0
Jason Jennings,1,5,5.0
Jason Schenker,3,5,0.0
Jocelyn K.Glei,1,5,5.0
Khiết Phong,1,5,0.0
Khải Hưng,5,5,1.0
Laurie Wright,3,5,0.0
Liêu Trí Phong,1,5,0.0
Lý Kế Dũng,1,5,0.0
"Michael Heppell, Thu Giang - Nguyễn Duy Cần",1,5,0.0
Nana Aokawa,1,5,0.0
"Napoleon Hill, Joseph Murphyc",1,5,4.0
"Nguyễn Phi Vân,  Miêu Công Tử",1,5,0.0
"Nguyễn Phi Vân, Mễ Mông",1,5,0.0
"PGS TS Đỗ Trung Hiệu,  Đỗ Trung Kiên",1,5,0.0
"Phong Thu, Thu Trang, Bùi Xuân Quỳnh",2,5,0.0
Phương Bùi,2,5,0.0
Phạm Hồng,2,5,0.0
"Phạm Đình Thực, Nguyễn Cam",1,5,0.0
Ross W.Greene,3,5,0.0
Sarah Napthali,2,5,0.0
Seth Godin,2,5,2.5
Stéphane Garnier,1,5,3.0
Susan Meredith - Carol Hicks - Jackie Stephens,1,5,0.0
TanakaStrike,1,5,5.0
ThS. Nguyễn Đỗ An Nhiên,1,5,0.0
Thu Thủy,2,5,0.0
Tim Clark,1,5,0.0
Tom Butler-Bowdon,6,5,0.0
Từ Ninh,1,5,0.0
Una Megurogawa,1,5,0.0
"Vĩ Nhân, Liêu Trí Phong",1,5,0.0
Vũ Thanh Hoa,4,5,1.25
Vương Lị,1,5,0.0
Vương Tinh Phàm,1,5,5.0
Đào Nhiên Nhiên,2,5,0.0
Aida Iro,1,4,0.0
An Băng,1,4,0.0
Anne Hilde Vassbø Hagen,1,4,0.0
Bác sĩ Trần Hòa An,1,4,0.0
Chikyu no Osakana Ponchan,1,4,0.0
"Chris Zook, Phan Văn Trường",1,4,0.0
Emile Zola,2,4,0.0
Fran Bromage,1,4,0.0
Giang Anh,2,4,0.0
"Hoàng Xuân Nhàn, Phạm Văn Bình",2,4,2.5
Hải Nguyên,1,4,0.0
Hợp kim,3,4,1.3333333333333333
Jane Chapman,1,4,0.0
Jeffrey Gitomer,4,4,1.0
Jeffry Gitomer,1,4,5.0
Jon Richards,1,4,0.0
Jonathan P. Allen,4,4,0.0
Kim Thư,1,4,5.0
Lan Phương,3,4,0.0
Laura Duksta,1,4,0.0
Lâm Kim Dung,4,4,0.0
Maz Evans,1,4,0.0
Mika Wakuda,1,4,5.0
Nathalie Nguyen,1,4,0.0
"Nguyên Phong, Alexandra David Neel",1,4,3.0
Nguyễn Châu Nguyên,4,4,0.0
Nguyễn Thị Nhân,1,4,4.0
"Nguyễn Thị Thanh Loan, Lê Hữu Tỉnh, Nguyễn Thị Hạnh, Ths.Nguyễn Thị Ngọc Tâm",1,4,0.0
Nguyễn Văn Nho - Lê Bảy,1,4,5.0
Nick Ackland,1,4,0.0
Phùng Văn Khai,2,4,2.5
Poppy O’Neill,3,4,0.0
Rani Puranik,1,4,0.0
Sakurakawa Ayumi,1,4,0.0
"Scott Adams, Bo Burlingham",1,4,0.0
Sophie Furlaud Dorothée de Monfreid,1,4,0.0
Suzannel I Barchers,1,4,0.0
ThS. Đào Thị Hoàng Ly,2,4,0.0
Thiên Thai,2,4,2.5
"Thomas Erikson, Robyn Conley Downs",1,4,4.0
Thùy Dương (biên soạn),3,4,0.0
Thế Lữ,1,4,0.0
Trình Tuấn,3,4,0.0
Tsubota Satoru,1,4,0.0
Tsurutani Kaori,1,4,0.0
Tú Mỡ,1,4,0.0
Villiam J. Bennett,1,4,1.0
Văn Lang,1,4,0.0
Yi Ting Wu,1,4,5.0
loundraw,1,4,0.0
BS Đỗ Hồng Ngọc,1,3,5.0
Bích Ngọc,3,3,0.0
Christian Stang,12,3,0.4166666666666667
Cécile Jugla,2,3,0.0
Dale Carnegie,2,3,0.0
Doãn Húc Thăng,1,3,0.0
"George Selden, William J. O’Neil",1,3,0.0
Haro Aso,1,3,0.0
Hiểu Hi,2,3,0.0
Hwang Sun Mi,1,3,0.0
Hùng Lân,1,3,5.0
Hồ Viên Viên,3,3,0.0
Kawo Tanuki,1,3,0.0
Kazue Kato,1,3,0.0
Koterri!,1,3,0.0
L Frank Baum,1,3,5.0
Laurent Gaulet,1,3,0.0
"Libby Walden, Jessica Greenwell",1,3,0.0
Lozoo,2,3,0.0
Lý Minh Phúc,1,3,0.0
Lưu Kim Song,1,3,0.0
Michiaki Tanaka - Fujiko F. Fujio,1,3,0.0
Minh Tâm,2,3,0.0
Mizuho Kusanagi,1,3,0.0
NXB Chính Trị Quốc Gia Sự Thật,1,3,0.0
Nguyên Phong,1,3,5.0
"Nguyên Phong, Dale Carnegie",1,3,0.0
Nguyễn Hoàng Sơn,1,3,0.0
Nguyễn Loan,1,3,0.0
Nguyễn Ngọc Sơn,1,3,5.0
"Nguyễn Nhật Ánh, John Green",1,3,0.0
"Nguyễn Đức Tấn,  Tạ Hồ Thị Dung",1,3,0.0
Nhã Uyên,2,3,0.0
Nắng Lạnh,1,3,5.0
Park Jae Yeun,1,3,0.0
Park Kyung-eun,1,3,5.0
"Paulo Coelho, TS. David J. Lieberman, Rosie Nguyễn",1,3,0.0
Phan Duy Nghĩa,1,3,0.0
Phỏng theo tác phẩm gốc của Antoine de Saint-Exupéry,1,3,0.0
Richard Koch,1,3,0.0
Richard Templar,2,3,0.0
Ronald F.Ferguson,2,3,2.5
Sakurai Gamon,1,3,5.0
Saul Bellow,1,3,5.0
Sonya Newland,1,3,0.0
Srewart D. Friedman,1,3,0.0
Stacy Spensley,1,3,0.0
T.S Thanh Huệ (Biên soạn),1,3,0.0
Tezuka Akem,1,3,0.0
