author_name,total_books,total_sales,average_rating
Andrew Matthews,1,100,4.8
Anindya Ghose,2,117,2.25
Anna Barnes,2,15,0.0
Anne,1,0,0.0
Anne Rooney,1,2,0.0
Anthony B. Chan,3,2120,1.5666666666666667
"Anthony Robbins,  Brian Tracy",1,0,0.0
"Anthony Robbins, Trác Nhã, Joseph Murphyc, Carol S. Dweck",1,14,0.0
"Anthony Stevens, Louis Strauss",1,0,0.0
Antoine De Saint Exupery,1,1,0.0
Antoine De Saint-Exupéry,4,28660,3.675
"Antoine De Saint-Exupéry, Frances Hodgson Burnett",1,2,0.0
Antoine Galland,5,806,0.96
Antonio E.Weiss,2,0,0.0
"Ardrew Sobel, Jerold Panas",1,0,0.0
"Arfeen Khan, Đổng Quyền",1,0,0.0
"Arimoto Hidefumi, Koshimizu Kaori",1,1,0.0
Arun Sundararajan,1,0,0.0
Asako Takiwa,1,0,0.0
Ashley Hall,1,6,0.0
Astrid Lindgren,1,1871,5.0
"Astrid Lindgren, Ingrid Vang Nyman",1,0,0.0
Audrey Bouquet,1,18,0.0
Ayn Rand,1,57,5.0
B R O group,1,0,0.0
"B.Joseph Pine II, James H.Gilmore",1,0,0.0
"BURNETT, FRANCES HODGSON",1,2,0.0
Baek MyoungSik,4,40,2.0
Ban Tổ Chức Kỳ Thi,1,1,0.0
Barbara Constantine,1,380,4.6
Barbara Markway,1,1,0.0
Beatrix Potter,1,0,0.0
"Beijing Little Red Flower Studio, Little Rainbow",1,0,0.0
Ben S. Bernanke,1,0,0.0
Beth Gunnel,1,1,2.0
Bill Aulet,1,5,0.0
Bill Green,2,12,2.0
Bill Schmarzo,1,20,5.0
Biên Thùy,1,44,5.0
Blair Singer,8,382,1.875
Bob Kulhan,2,0,0.0
Brad Stone,2,2,0.0
Brian Dumaine,1,19,5.0
Brian Finch,5,24,0.7
"Brian Merchant, Tony Hsieh",1,0,0.0
Brian Tracy,5,186,2.0
Brit Bennett,1,1,0.0
Brothers Grimm,1,1,0.0
Bruce Betts,1,5,0.0
"Burton G. Malkiel, Michael Lewis",1,0,0.0
Bác Sĩ Đỗ Hồng Ngọc,1,28,4.6
Bùi Minh Quốc,3,2,1.6666666666666667
Bùi Như Quỳnh,12,38,1.6666666666666667
Bùi Phương Tâm,1,1,0.0
Bùi Sơn Định,1,0,0.0
Bùi Thị Ngọc Thu,1,2,0.0
Bùi Văn Tuyên,1,20,0.0
Bùi Xuân,1,0,0.0
Bùi Đức Tịnh,2,9,2.5
Cao Cự Giác,2,0,0.0
Cao Văn Quyền,1,100,5.0
Cao Đức,1,0,0.0
Cara Holland,2,0,0.0
Carol S. Dweck,3,844,1.4333333333333333
Carol S.Dweck,1,237,4.8
Caroline Criado Perez,1,0,0.0
"Carrie Weston, Tim Warnes",1,0,0.0
Catherine Veitch,1,0,0.0
"Catmint Books, Sheth Publishing House",1,13,0.0
Cecilia Minden,1,14,5.0
Charles Dickens,1,24,5.0
Charlotte Bronte,2,99,4.9
"Cherie Zamazing, Jayneen Sanders",1,0,0.0
"Chin-Ning Chu, Jessica Honegger",1,59,4.0
Chingiz Aitmatov,2,18,0.0
Chris Bradley,1,0,0.0
Chris Ferrie,4,282,4.575
Chris Guillebeau,1,0,0.0
Chris Hadfield,1,54,0.0
Chris Thomason,4,1,0.0
Chris Zook,2,6,0.0
"Christopher McDougall, Benjamin Hardy",1,0,0.0
Chu Thành Long,1,0,0.0
Chu Tích Băng,1,0,0.0
"ChungBe Studios,  Lee Sukja",1,184,4.8
"ChungBe Studios, Park Yeonah",1,2522,5.0
Chính An,3,0,0.0
Cindy Alvarez,1,16,4.3
Cindy Blobaum,1,0,0.0
Cindy Wigglesworth,2,29,5.0
Clint Emerson,1,2725,4.8
"Cloud Pillow Studio, CHUM",1,13,0.0
Colin Towell,1,95,5.0
Colleen Stanley,1,6,0.0
Corey R. Tabor,8,126,2.3375
Corneille,1,8,5.0
Cố Mạn,1,9,5.0
DK,3,325,3.1999999999999997
"DK, Ian Ridpath",1,54,5.0
Dale Carnegie,2,3,0.0
"Dale Carnegie,  Rosie Nguyễn,  Paulo Coelho",2,15,2.5
"Dale Carnegie,  Rosie Nguyễn, David J. Lieberman,  Paulo Coelho",1,0,0.0
"Dale Carnegie, TS. David J. Lieberman, Rosie Nguyễn, Paulo Coelho",1,1037,5.0
Dan Brown,1,1,0.0
"Dan Senor, Saul Singer",2,1105,2.4
"Dan Senor, Saul Singer ",1,0,0.0
Daniel Cohen,2,7,0.0
"Daniel Kahneman,  Dan Ariely",1,0,0.0
"Daniel Kahneman, Daniel H. Pink",1,0,0.0
Daniel Postgate,1,0,0.0
Daniel Rechtschaffen,1,0,0.0
David Burkus,1,1,0.0
David Dorsey,1,0,0.0
David Graeber,1,0,0.0
David McKee,3,9,0.0
"David Meerman Scott, Reiko Scott",1,0,0.0
David R. Hawkins,1,0,0.0
David Shanley,1,24,5.0
David Walliams,2,8,0.0
"David Walliams, Tony Ross",1,650,5.0
Deborah Install,1,0,0.0
Derek Lidow,2,0,0.0
Diane Coyle,1,10,5.0
Dianne Lowther,1,23,5.0
Diệp Lạc Vô Tâm,1,18,4.5
"Do, Ki-sung",1,12,0.0
Dolphin Press,1,48,5.0
"Don Richard Riso,  Dan Ariely",1,0,0.0
"Don Richard Riso, Russ Hudson, Gustave Le Bon",1,0,0.0
Donal Trump,1,0,0.0
"Donal Trump, Philip A. Fisher",1,0,0.0
Donald J. Trump,2,276,1.9
"Donald J. Trump , Meredith Mclver ",1,0,0.0
"Donald J.Trump & Robert T.Kiyosaki, Tony Buổi Sáng",1,0,0.0
Donald Marron,1,0,0.0
Donald Miller,6,19,0.0
Donald Trump,1,340,4.8
"Dongdongya, Cui Shanshan",1,0,0.0
Dorling Kindersley Limited,4,273,5.0
Douglas Stuart,1,1,0.0
Doãn Húc Thăng,1,3,0.0
"Dr. James R. Doty, Amy Webb",1,1,0.0
Dr. Rusly Abdullah PHD,1,1,0.0
Dr. Ryan Martin,1,0,0.0
"Duncan Bannatyne, Stewart D. Friedman",1,2,0.0
Dung Lợi,2,0,0.0
Duy Khán,3,132,3.266666666666667
Dương Hoàng Giang,1,1,0.0
"Dương Hương, Lâm Mỹ An",1,37,5.0
Dương Kiều Oanh,1,18,0.0
"Dương Linh, Hồ Thu Hương",1,0,0.0
Dương Lập Bằng,8,197,2.425
E.B.White,1,0,0.0
Eckhart Tolle,7,58,1.157142857142857
Edith Nesbit,3,658,3.233333333333333
Edmondo De Amicis,1,47,4.8
Edward Hemingway,2,32,2.5
Eiichiro Oda,1,0,0.0
"Eiichiro Oda, Nhiều người",1,2,0.0
Ellen M. Bard,1,0,0.0
Ellen Raskin,1,1,0.0
Ellen Robena Field,1,10,5.0
Emile Zola,2,4,0.0
"Emily Alison, Laurence Alison",1,0,0.0
Emma Dodd,1,0,0.0
Eran Katz,4,0,0.0
Ernest Hemingway,1,0,0.0
Evelyn Waugh,2,0,0.0
Ewen Chia,1,0,0.0
F. Scott Firzgerald,1,0,5.0
Felicity Brooks - Rosalinde Bonnet,1,0,0.0
First News,1,0,0.0
First News Tổng Hợp,8,260,2.4125
Florence Sakade,1,0,0.0
Frances Hodgson Burnett,1,0,0.0
Frank Herbert,2,1,0.0
Fuku Mitsu,5,5758,3.0
Fyodor Dostoevsky,1,57,4.8
"GS TS Lê Phương Nga, Nguyễn Thùy Dung",1,2,5.0
"GS TS Lê Phương Nga, Nguyễn Thị Trang",1,19,0.0
"GS. TS. Lê Phương Nga, Nguyễn Thùy Dung",1,1,0.0
GS.TS. Trương Quốc Bình,1,2,0.0
Gael Faye,1,1,0.0
Gakken,10,29,0.0
Gehenna,4,8,1.2
George Lakey,2,9,2.5
"George Selden, William J. O’Neil",1,3,0.0
Gill Harvey,1,0,0.0
Gino Wickman,1,0,0.0
"Giáo Sư - Bác Sĩ: Hiromi Shinya, Phạm Văn Nhân",1,0,0.0
Go Hey Jin,1,12,5.0
Gomi Taro,1,93,5.0
Goscinny & Sempé,1,277,5.0
Greg Dinkin,1,0,0.0
Greg McKeown,1,1,0.0
Guy Field,1,7,0.0
"Guy Field, Nia Gould",1,7,0.0
H. A. Rey,1,0,0.0
Ha-Joon Chang,1,76,4.5
Hal Elrod,1,0,0.0
Hans Augusto Rey,1,30,0.0
Harper Lee,1,2,0.0
Haruki Murakami,2,1,0.0
"Haruki Murakami, Kazumi Yumoto",1,1,0.0
Harvard Business Review,2,161,5.0
Hayashi Fumiko,1,55,5.0
Henryk Sienkiewicz,2,608,4.8
Hidenobu Senga,2,1,0.0
Hideo Okubo,4,60,2.5
Hilary Statum,1,17,5.0
"Hiraki Kazuo, Ichihara Jun, RoRon",1,4407,5.0
Hiroko Kodama - Tomohiro Okubo,1,458,4.8
Hironori Furukawa,1,0,0.0
Hiroshi Ogiwara,1,0,0.0
Hiroshi Rinno,2,391,4.75
Hiểu Hi,2,3,0.0
Hiểu Tuyết,1,0,0.0
Honda Masakatsu,1,0,0.0
Honda Naoyuki,1,19,5.0
Horst Schulze,1,2,0.0
"Howard Marks, Dr. James R. Doty",1,0,0.0
Howard Yu,2,6,0.0
Hoàng Hải Nguyễn,1,0,0.0
Hoàng Hải Vân,7,22,0.0
Hoàng Minh Diễn,10,126,1.5
Hoàng Minh Tường,2,0,0.0
Hoàng Thái Dương,2,8,2.25
Hoàng Văn Tuấn,1,20,4.5
Hoàng Xuân Nhàn,9,62,1.1111111111111112
"Hoàng Xuân Nhàn, Phạm Văn Bình",2,4,2.5
Hoàng Đăng Khoa,1,2,0.0
Huy Cận,2,46,2.5
Huy Nam,1,0,0.0
Huy Tiến,1,17,4.0
Huỳnh Ngọc Trảng,1,7,5.0
Huỳnh Ngọc Trảng Phạm Thiếu Hương biên soạn,2,22,2.4
Huỳnh Như Phương,1,0,0.0
Huỳnh Toàn,2,19,0.0
"Huỳnh Văn Mỹ, Thanh Thảo",1,5,0.0
Huỳnh Văn Út,1,0,0.0
Hwang Sun Mi,1,3,0.0
Hyungseok Kim,1,0,0.0
Hà Minh,2,150,4.75
Hà Thụy Tú Uyên,1,0,0.0
Hà Thủy Nguyên,1,1,0.0
Hà Văn Chương,1,11,0.0
Hàn Dương,1,0,0.0
Hàn Ni,1,49,4.8
"Hâu Nâu, Thanh Thảo",1,16,0.0
Hương Hương (Biên soạn),1,0,0.0
Hương Thảo,1,37,5.0
"Hạo Nhiên , Nguyễn Hào ",1,49,5.0
Hải Yến,1,23,0.0
Hồ Dzếnh,1,16,5.0
"Hồ Quốc Cường, Võ Thị Mai Chi",1,157,5.0
"Hồ Viết Thống, Nguyễn Hoàng Vũ, Tống Đức Huy",1,0,0.0
Hồng Giang,1,0,0.0
"Hội đọc sách Từ Hoài, Mộ Dung Tố Y",1,9,0.0
Hội đồng Lý luận Trung ương,1,0,0.0
Hợp kim,3,4,1.3333333333333333
Hữu Thỉnh,1,13,3.0
"Ian I. Mitroff, Charles P. Kindleberger",1,0,0.0
Ida Chiaki,1,0,0.0
Inamori Kazuo,3,106,1.5999999999999999
Instant Research Institude,1,76,5.0
Italo Calvino,3,0,0.0
Ivanka Trump,4,0,0.0
J. D. Salinger,2,0,0.0
J. Krishnamurti,1,14,5.0
J. M. Barrie,1,0,0.0
J.K. Rowling,1,198,4.6
J.K.Rowling,1,574,4.8
Ja-hong Min,2,156,2.5
"Jacqueline East, Sue Lloyd",1,0,0.0
"Jae Hoon Choi, Zookiz, Myeong Seon Lee",1,6,0.0
Jaideep Prabhu,1,0,0.0
Jake Knapp,1,8,0.0
James Rickards,3,0,0.0
James W. Mclamore,6,1,0.0
"Jane Nelsen, Lynn Lott",1,9,5.0
Jason Jennings,1,5,5.0
Jason Schenker,3,5,0.0
Jayneen Sanders,1,41,5.0
"Jayneen Sanders, Cherie Zamazing",3,0,0.0
"Jayneen Sanders, Paula J. Becker",1,0,0.0
"Jayneen Sanders, Sarah Jennings",1,0,0.0
"Jayneen Sanders, Vivian Mineker",1,21,5.0
Jeanne Willis,1,0,0.0
"Jeff Gee, Val Gee",1,13,0.0
Jeff Kinney,2,113,4.55
Jeffrey Gitomer,4,4,1.0
Jeffry Gitomer,1,4,5.0
Jennifer Buchanan,3,675,1.5666666666666667
"Jennifer Moore - Mallinos, Gustavo Mazali",1,173,5.0
"Jennifer Riel, Roger L. Martin",1,62,4.6
Jeong-ho Kim,1,128,5.0
Jeremy Gutsche,1,0,0.0
"Jeremy Gutsche, Kevin Kelly",1,0,0.0
"Jeremy Heimans, Henry Timms",1,0,0.0
Jeremy Kourdi,4,460,1.175
Jessica Honegger,1,0,0.0
Ji-yoo Kim,1,18,5.0
Jim Collins - Jerry I.Porras,1,0,5.0
Jim Kalbach,2,0,0.0
Jim Rohn,1,0,0.0
"Jim Rohn,  Thích Nhất Hạnh",1,0,0.0
Jimmy Soni,1,0,0.0
Jocelyn K.Glei,1,5,5.0
"Joe Studwell, Akio Morita, Kevin Kwan",1,2,0.0
Johanna Spyri,5,512,2.0
John Blakey,2,0,0.0
"John C Maxwell, Carol S. Dweck",1,7,5.0
"John C. Maxwell, Lorin Woolfe",1,0,0.0
John C.Maxwell,1,0,0.0
John Doerr,2,47,2.5
"John Gray, Timothy Ferriss",1,1,0.0
"John Mason, Masaru Emoto",1,0,0.0
John McAdam,1,0,0.0
John Mullins,1,1,0.0
John Ng - Alvin Foo,1,0,0.0
John Rossman,1,7,5.0
"John Rossman, Alex Trần, Tony Trieu",1,9,1.0
"John Seymour, Joseph O'Connor",1,0,0.0
John Warrillow,2,376,2.5
"John Warrillow, John Warrillow",1,2,0.0
"John Warrillow, Seth Godin",1,1,0.0
Jolly Kids,1,0,0.0
"Jonathan Melmoth, Jerome Martin, Minna Lacey, Alex Frith",1,71,4.6
Jonathan P. Allen,4,4,0.0
Jonathan Sheikh Miller,1,40,5.0
Jordan Ellenberg,2,35,2.25
"Joseph Murphyc, Anthony Robbins",1,0,0.0
"Joseph Murphyc, David J. Schwartz. Ph.D",1,1,4.0
"Joseph Murphyc, TS. David J. Lieberman,  Sasaki Fumio",1,2,5.0
"Joseph Murphyc, TS. David J. Lieberman, Trác Nhã,  Sasaki Fumio",1,0,0.0
Joseph O'Connor,1,1,0.0
"Joshua Gans, Philip Kolter",1,0,0.0
"Joshua Pollock, Kamlesh D. Patel",1,0,0.0
Judith Orloff,1,11,0.0
"Julia Donaldson, Axel Scheffler",1,2,0.0
"Julia Donaldson, Rebecca Cobb",1,9,0.0
Julie Falatko,1,0,0.0
Jun Phạm (365 Band),1,2385,5.0
Kairen Cullen,1,63,0.0
"Kangaroo Mother, Hoàng Nhữ Khiết",1,103,0.0
Karen Haller,1,60,4.8
Karine Marie Amiot,1,47,5.0
"Kate DiCamillo, Kenneth Grahame",1,0,0.0
Kawabata Yasunari,1,260,5.0
"Kawabata Yasunari, Yasunari Kawabata",1,0,0.0
"Kazuko Asou, Mako Taruishi, Rokudai Tanaka, Naoko Hori, Takadono Hoko, Hirasawa Tomoko, Kyoko Hara, Kazue Takahashi",1,2,0.0
"Kazuo Inamori, Inamori Kazuo,  Inamori Kazuo",1,2,0.0
Kazuyoshi Hisano,1,0,0.0
"Kazuyoshi Hisano, Scott Gerber, Ryan Paugh",1,0,0.0
"Kelly Conroy, Abigail Hookham, Perry Emerson, Sean Julian, Ben Sanders, Suzy Senior, Eleonora De Pieri, Maudie Powell-Tuck , Duncan Beedie",1,117,5.0
"Ken Watanabe, Lothar J. Seiwert",1,22,5.0
Kenichi Ohmae,2,82,2.4
"Kenichi Ohmae, Nassim Nicholas Taleb",1,0,0.0
Kenneth Grahame,1,0,0.0
Kenvin Paul,1,0,0.0
Kevin G. Harney,1,1,0.0
"Kevin Harrington, Mark Timm",3,52,1.6666666666666667
Kevin Hogan,4,13,1.25
"Kevin Kang, Mr. Iwi",1,9,0.0
"Khailed Hosseini, Thomas Harris",1,0,0.0
"Khenpo Sodargye, Richard Nicholls",1,1,0.0
Khiết Phong,1,5,0.0
Khái Hưng,3,59,1.6666666666666667
Khánh Ca,7,1,0.0
Khánh Chi,1,13,0.0
Khánh Sơn,1,6,5.0
"Khánh Vân, Phạm Lê Thu Trang",1,8,0.0
Khương Nguy,2,0,0.0
Khải Hùng,1,1,0.0
Khải Hưng,5,5,1.0
Kim Ngân,2,111,2.4
"Kim Seung-Min, Choi Byeong-Guk",1,216,4.8
Kim Thủy,2,75,2.5
"Kim Wonsik, ChungBe Studios",1,353,5.0
Kim Yun Na,1,0,0.0
Kiều Bắc,6,61,0.7999999999999999
"Kiều Bắc,  Nguyễn Quốc Khánh",2,16,2.5
"Kiều Bắc,  Nguyễn Quốc Khánh, Bs Nguyễn Thị Hoa",1,2,0.0
"Kiều Bắc, Nguyễn Thị Hoa,  Nguyễn Quốc Khánh",3,70,1.6666666666666667
"Kiều Bắc, Nguyễn Thị Hoa, Nguyễn Quốc Khánh",1,18,5.0
Koji Mitani,1,0,0.0
Kotatsu Saito,1,0,0.0
Kristin Roskifte,1,0,0.0
Kuroyanagi Tetsuko,1,342,5.0
Kurt W. Mortensen,1,0,0.0
Kyle M.K.,3,1,0.0
L Frank Baum,1,3,5.0
La Fontaine,1,27,3.5
Lan Bercu,5,6,0.0
Lan Phương,1,0,0.0
"Larry Gonick, Arthuffman",1,410,4.8
"Laura Owen, Korky Paul",1,0,0.0
Leonard L. Berry,2,26,2.5
Leonard L.berry,1,119,4.5
Leonardo da Vinci,3,6,0.0
"Levi Brackman, Sam Jaffe",1,17,5.0
Lewis Carroll,2,116,2.5
"Libby Walden, Jessica Greenwell",1,3,0.0
Linda Yueh,2,131,2.5
"Linh Chi, Quỳnh Rùa",1,0,0.0
Liu Yong,1,0,0.0
"Liu Yuchen, Xia Fan",5,1,0.0
Liêu Trí Phong,1,5,0.0
"Liêu Trí Phong, Vĩ Nhân",1,15,5.0
Lorin Woolfe,1,0,0.0
"Lothar J. Seiwert, Stephen R. Covey",1,9,4.5
Louisa May Alcott,1,1,0.0
"Luc Foccroulle, Annick Masson",1,372,4.8
Lucha Sotomayor,1,0,0.0
Lucy Maud Montgomery,1,691,5.0
"Luis Prats, Zuzanna Celej",1,344,5.0
Luis Sepulveda,3,2012,5.0
Lulu Mayo,1,0,0.0
Lâm Bình Bảo,1,105,5.0
Lâm Địch Nhi,1,1,0.0
"Lâu Vũ Tình, Phỉ Ngã Tư Tồn",1,8,5.0
Lê Anh Vinh,1,0,0.0
Lê Bảo Ngọc,1,243,5.0
Lê Dương Thể Hạnh,1,0,0.0
Lê Huy Khoa Kanata,1,0,0.0
Lê Minh Hà,1,1,5.0
Lê Minh Khuê,2,8,2.5
Lê Phương Liên,2,26,1.5
Lê Quang,13,161,3.3615384615384616
Lê Sinh Hùng,1,0,0.0
Lê Thị Nguyên,1,0,0.0
"Lê Thị Nguyên,  Trần Đức Niềm",1,1,0.0
Lê Thị Nương,8,1,0.0
Lê Toán,1,2,0.0
"Lê Tuệ Minh, Lê Thu Ngọc",1,77,4.8
Lê Văn Nam,1,12,0.0
Lê Văn Trương,1,0,0.0
Lê Vũ Việt Anh,1,0,0.0
Lê Xuân Soan,2,1,0.0
Lê Đức Dương,2,0,0.0
Lý Chí Nông,1,8,0.0
Lý Dương Lâm,1,0,0.0
Lý Kế Dũng,1,5,0.0
Lý Lan,7,528,2.857142857142857
Lý Quí Trung,6,37,0.8333333333333334
Lưu Chung Minh,1,0,0.0
Lưu Hạc,1,22,0.0
Lưu Kính Dư,1,0,0.0
Lưu Trọng Văn,1,57,5.0
"Lạc Phàm, Lưu Già Tịch",1,55,5.0
Lỗ Tấn,1,50,4.6
MBA. Nguyễn Văn Dung,1,8,0.0
Ma Văn Kháng,13,130,0.38461538461538464
Magda Garguláková,1,0,0.0
Mai Bình,2,2,0.0
"Mai Hương , Ngọc Tâm",1,24,5.0
"Mai Hương,  Ngọc Tâm",1,87,5.0
"Mai Hương, Ngọc Tâm",1,219,4.8
Makiko Toyofuku,1,0,0.0
Malcolm Gladwell,1,0,0.0
Many Authors,4,0,0.0
Marc Lesser,1,0,0.0
Margaret Mitchell,1,0,0.0
"Mari Tamagawa, Seiei Muto ",1,31,4.3
"Mari Tamagawa, Ở Đây Zui Nè, Hoàng Hải Nguyễn",1,34,4.8
"Marie Tibi, Soufie Regani",1,6,0.0
Mario McGovern,2,0,0.0
Mario Vargas Llosa,1,2,0.0
"Mark C. Thompson, Bonita S. Thompson,  John C. Maxwell",1,1,0.0
Mark Thornton,1,21,4.5
Mark Twain,2,8,0.0
Mark W. Johnson,1,26,4.5
Mark Yarnell,1,65,5.0
Mark van Rijmenam,2,23,2.5
MarkTwain,1,56,4.8
Martin E. P. Seligman,1,0,0.0
Masaru Emoto,1,430,4.6
Masashi Kishimoto,1,0,0.0
"Masato Tanaka, Tetsuya Saito",1,60,5.0
Matt Robertson,2,19,0.0
Matthew Willcox,2,47,2.5
"Matthias von Bornstädt, Vera Schmidt",1,38,0.0
Maz Evans,1,4,0.0
Meg Medina,1,2,0.0
Megan Devine,1,0,0.0
Meghan Vestal,1,31,0.0
Melanie Swan,1,35,4.8
"Michael Heppell, Thu Giang - Nguyễn Duy Cần",1,5,0.0
Michael J. Marquardt,1,0,0.0
"Michael K.Brett, Surman",2,2,0.0
Michael W.Sonnenfeldt,1,0,0.0
Michael Wilkinson,1,0,0.0
Michelle E. Messina,1,0,0.0
Michelle Zauner,1,0,0.0
Michiko Aoyama,1,0,0.0
"Michèle Mira Pons, Laurent Audouin, Sophie Lebot",1,0,0.0
"Mijika, Tianying",1,2252,4.8
Min Jin Lee,2,208,2.4
"Minato Kanae, Higashino Keigo",1,24,4.8
"Minh Long,  Khánh Hòa",2,0,0.0
"Minh Phượng,  Thanh Hương",1,0,0.0
Minh Tâm,1,3,0.0
Minna Lacey,1,0,0.0
Miyazawa Kenji,1,0,0.0
"Miêu Công Tử, Cảnh Thiên",1,12,5.0
"Miêu Công Tử, Vãn Tình",1,27,0.0
"Miêu Nhất Mai, Tôn Hải Phương",1,0,0.0
Molière,1,0,5.0
Morgan Housel,1,0,0.0
"Morio Shiota, Tomoko Sakura",1,0,0.0
